antiguedad,plan,metodo_pago,facturas_impagas,frecuencia_uso,tickets_soporte,tipo_contrato,cambios_plan,canal_adquisicion,churn
4,basico,tarjeta_credito,3,2,5,anual,0,referido,1
11,estandar,tarjeta_debito,1,4,2,mensual,0,call_center,0
50,estandar,tarjeta_debito,0,1,0,anual,2,web,0
15,premium,tarjeta_credito,2,24,7,mensual,1,web,0
29,basico,tarjeta_debito,0,21,3,anual,1,call_center,0
36,estandar,efectivo,2,29,25,mensual,1,web,0
9,estandar,tarjeta_credito,1,26,1,anual,0,web,0
1,estandar,tarjeta_debito,1,5,4,anual,3,call_center,1
13,basico,efectivo,2,17,8,mensual,0,web,1
25,estandar,transferencia_bancaria,2,11,7,mensual,1,redes_sociales,1
26,estandar,tarjeta_credito,1,25,4,anual,2,redes_sociales,0
13,basico,efectivo,2,0,5,anual,0,call_center,1
54,estandar,efectivo,0,26,8,mensual,0,call_center,0
57,estandar,transferencia_bancaria,2,22,2,mensual,2,call_center,0
37,premium,tarjeta_debito,1,27,6,mensual,1,call_center,0
18,estandar,tarjeta_debito,0,21,9,mensual,0,redes_sociales,0
32,estandar,tarjeta_credito,2,5,5,mensual,1,redes_sociales,0
43,estandar,tarjeta_debito,0,2,10,mensual,1,web,0
36,estandar,tarjeta_debito,3,17,6,mensual,3,call_center,0
10,estandar,tarjeta_credito,3,20,4,anual,0,call_center,1
56,estandar,transferencia_bancaria,0,15,10,mensual,3,call_center,0
29,basico,tarjeta_debito,2,16,6,anual,2,referido,1
0,estandar,tarjeta_debito,2,12,10,anual,3,referido,0
0,basico,tarjeta_debito,3,15,7,mensual,3,web,0
18,estandar,transferencia_bancaria,3,13,2,mensual,2,redes_sociales,1
12,basico,efectivo,3,15,10,mensual,2,referido,0
38,premium,tarjeta_debito,0,30,8,mensual,0,redes_sociales,0
54,estandar,transferencia_bancaria,2,12,5,anual,1,call_center,0
13,premium,tarjeta_credito,2,15,0,anual,0,call_center,0
55,estandar,tarjeta_debito,2,26,3,mensual,0,referido,0
33,estandar,efectivo,0,21,1,mensual,3,web,0
42,basico,efectivo,3,4,5,anual,1,redes_sociales,1
34,estandar,transferencia_bancaria,0,4,2,mensual,1,web,0
7,basico,tarjeta_debito,3,23,8,mensual,3,redes_sociales,0
51,estandar,tarjeta_debito,0,16,9,mensual,2,call_center,1
52,premium,tarjeta_debito,3,28,5,mensual,1,redes_sociales,0
14,basico,tarjeta_debito,0,18,0,anual,3,referido,0
44,basico,efectivo,1,15,2,mensual,0,call_center,0
53,estandar,tarjeta_debito,1,0,7,anual,3,call_center,0
17,basico,transferencia_bancaria,3,22,5,mensual,3,call_center,0
2,basico,tarjeta_debito,2,19,10,mensual,2,call_center,1
45,estandar,efectivo,1,12,6,mensual,2,referido,1
36,estandar,tarjeta_credito,0,15,5,mensual,0,web,0
33,basico,efectivo,1,4,7,mensual,0,call_center,1
25,premium,tarjeta_debito,2,2,9,mensual,0,call_center,1
3,estandar,transferencia_bancaria,3,8,9,mensual,1,referido,0
55,premium,efectivo,1,14,0,mensual,2,web,0
23,basico,transferencia_bancaria,0,26,0,anual,1,referido,0
34,basico,efectivo,2,2,1,mensual,1,referido,0
34,basico,transferencia_bancaria,1,3,7,mensual,2,call_center,1
56,estandar,tarjeta_debito,3,6,4,mensual,3,redes_sociales,0
46,basico,tarjeta_debito,0,2,3,mensual,0,redes_sociales,0
56,estandar,transferencia_bancaria,0,25,1,mensual,0,web,0
9,estandar,transferencia_bancaria,2,6,3,anual,2,redes_sociales,1
57,estandar,tarjeta_debito,3,29,4,anual,1,redes_sociales,0
52,estandar,tarjeta_debito,1,30,8,mensual,2,referido,0
29,estandar,tarjeta_debito,2,16,5,anual,0,call_center,0
27,estandar,efectivo,3,15,28,mensual,1,referido,0
21,premium,tarjeta_debito,0,17,3,mensual,1,redes_sociales,0
49,basico,transferencia_bancaria,3,16,1,anual,0,redes_sociales,0
56,estandar,tarjeta_debito,1,15,9,anual,0,call_center,0
23,estandar,tarjeta_debito,3,2,9,mensual,0,call_center,1
10,basico,tarjeta_credito,0,12,1,anual,1,redes_sociales,0
11,estandar,transferencia_bancaria,2,26,4,mensual,0,redes_sociales,1
0,estandar,transferencia_bancaria,0,0,6,anual,0,call_center,0
57,basico,tarjeta_debito,1,15,10,mensual,1,referido,0
2,estandar,efectivo,3,25,10,mensual,1,redes_sociales,1
25,estandar,efectivo,1,28,1,mensual,3,call_center,0
54,estandar,tarjeta_debito,1,12,2,mensual,3,referido,0
42,estandar,transferencia_bancaria,3,22,6,mensual,1,call_center,1
0,estandar,transferencia_bancaria,0,13,7,mensual,3,call_center,0
27,premium,tarjeta_debito,0,22,5,mensual,0,redes_sociales,0
23,estandar,tarjeta_debito,0,6,3,mensual,3,call_center,0
58,estandar,efectivo,1,7,6,mensual,2,redes_sociales,1
31,estandar,tarjeta_debito,3,5,5,mensual,3,web,1
40,premium,tarjeta_debito,3,3,0,mensual,1,redes_sociales,0
7,estandar,tarjeta_credito,1,4,5,mensual,2,redes_sociales,0
53,premium,tarjeta_debito,2,8,5,anual,2,web,0
50,basico,transferencia_bancaria,0,28,8,anual,1,web,0
38,estandar,tarjeta_debito,2,21,0,mensual,2,redes_sociales,0
47,estandar,efectivo,2,10,1,mensual,0,referido,1
54,basico,transferencia_bancaria,3,1,1,mensual,3,call_center,0
21,basico,tarjeta_debito,3,15,5,mensual,2,web,0
49,estandar,efectivo,2,27,2,anual,2,call_center,0
51,estandar,tarjeta_credito,0,0,1,mensual,2,web,0
50,basico,efectivo,0,24,3,mensual,3,redes_sociales,0
1,basico,transferencia_bancaria,2,7,7,mensual,1,redes_sociales,0
29,basico,tarjeta_credito,2,23,9,mensual,1,redes_sociales,1
16,basico,efectivo,2,18,10,anual,0,call_center,0
7,estandar,transferencia_bancaria,0,9,7,anual,2,web,1
23,estandar,efectivo,0,28,10,mensual,3,redes_sociales,0
27,premium,tarjeta_debito,2,6,1,mensual,1,referido,0
1,premium,transferencia_bancaria,3,11,7,anual,3,redes_sociales,0
34,premium,efectivo,2,1,2,mensual,2,web,1
24,estandar,tarjeta_debito,0,19,4,mensual,2,redes_sociales,1
20,estandar,tarjeta_debito,3,15,9,anual,0,redes_sociales,0
34,estandar,transferencia_bancaria,2,27,0,mensual,3,web,0
6,estandar,tarjeta_debito,3,21,3,mensual,3,referido,1
12,estandar,tarjeta_credito,2,3,4,mensual,2,redes_sociales,1
30,estandar,transferencia_bancaria,2,12,4,mensual,3,redes_sociales,1
27,estandar,tarjeta_debito,3,18,1,mensual,2,web,1
43,basico,efectivo,3,30,5,mensual,0,call_center,1
47,estandar,tarjeta_credito,0,2,8,mensual,2,call_center,0
21,estandar,efectivo,3,30,8,anual,1,web,0
38,estandar,efectivo,2,15,7,mensual,1,call_center,1
22,estandar,efectivo,1,5,5,mensual,0,web,1
42,estandar,transferencia_bancaria,1,25,21,mensual,1,call_center,0
7,premium,tarjeta_debito,1,11,5,mensual,1,call_center,0
27,estandar,tarjeta_debito,0,28,9,mensual,2,call_center,0
41,premium,tarjeta_debito,2,21,5,anual,3,referido,0
31,estandar,tarjeta_debito,3,12,4,mensual,0,referido,1
8,basico,tarjeta_debito,1,12,5,mensual,0,referido,0
49,premium,tarjeta_credito,1,27,0,anual,3,call_center,0
35,basico,transferencia_bancaria,1,23,8,mensual,3,call_center,0
6,premium,tarjeta_credito,2,27,14,mensual,0,redes_sociales,0
27,estandar,tarjeta_debito,0,28,0,mensual,1,redes_sociales,0
58,premium,transferencia_bancaria,2,10,2,mensual,3,referido,0
26,premium,transferencia_bancaria,1,20,10,mensual,1,web,0
51,estandar,tarjeta_debito,0,29,8,mensual,3,call_center,0
4,premium,tarjeta_debito,3,1,4,mensual,3,call_center,1
37,estandar,efectivo,3,3,2,mensual,1,web,1
38,basico,tarjeta_credito,0,16,10,mensual,1,redes_sociales,0
46,estandar,transferencia_bancaria,3,2,5,mensual,2,web,0
44,estandar,tarjeta_debito,2,5,1,anual,2,web,0
57,premium,tarjeta_debito,3,14,43,mensual,0,referido,0
6,premium,tarjeta_credito,2,27,8,anual,0,redes_sociales,0
10,estandar,transferencia_bancaria,0,18,8,anual,2,call_center,0
37,estandar,transferencia_bancaria,2,30,7,mensual,3,redes_sociales,1
25,basico,tarjeta_debito,2,3,10,mensual,1,redes_sociales,1
38,premium,tarjeta_credito,2,30,5,mensual,2,redes_sociales,0
40,basico,tarjeta_credito,2,19,8,mensual,2,call_center,0
0,basico,tarjeta_debito,3,30,0,anual,0,redes_sociales,1
50,basico,transferencia_bancaria,1,20,5,mensual,3,referido,0
27,basico,tarjeta_debito,1,24,1,mensual,1,redes_sociales,0
45,estandar,tarjeta_debito,3,8,5,mensual,2,redes_sociales,0
8,estandar,tarjeta_debito,1,29,1,mensual,1,redes_sociales,0
30,estandar,tarjeta_credito,3,1,8,anual,0,redes_sociales,1
10,estandar,transferencia_bancaria,2,21,5,anual,0,web,0
5,basico,efectivo,0,22,5,mensual,1,redes_sociales,0
59,estandar,transferencia_bancaria,0,22,7,mensual,3,web,0
43,estandar,transferencia_bancaria,0,5,0,anual,0,referido,0
53,estandar,efectivo,2,22,2,anual,3,call_center,0
50,estandar,tarjeta_debito,1,23,5,mensual,2,call_center,0
47,estandar,tarjeta_credito,1,23,5,anual,1,call_center,0
120,estandar,transferencia_bancaria,0,16,5,mensual,0,referido,0
43,basico,efectivo,1,15,0,mensual,3,referido,0
15,estandar,transferencia_bancaria,0,11,1,anual,3,referido,0
18,premium,efectivo,2,22,8,anual,0,redes_sociales,0
23,estandar,tarjeta_debito,1,12,2,mensual,2,referido,1
32,estandar,efectivo,1,15,5,mensual,3,call_center,0
8,estandar,efectivo,3,0,6,mensual,0,redes_sociales,0
18,basico,tarjeta_debito,2,16,7,anual,0,web,0
53,basico,tarjeta_debito,2,26,5,mensual,3,web,0
22,basico,tarjeta_debito,2,8,0,mensual,1,web,0
5,basico,tarjeta_debito,2,18,2,anual,2,web,1
9,premium,efectivo,2,25,25,anual,1,referido,0
30,estandar,tarjeta_debito,1,22,2,mensual,1,referido,0
39,basico,tarjeta_debito,0,8,6,mensual,3,redes_sociales,0
58,estandar,tarjeta_debito,1,10,6,mensual,0,call_center,0
54,estandar,tarjeta_credito,1,15,0,mensual,0,referido,0
33,estandar,tarjeta_debito,3,20,4,anual,0,web,0
43,estandar,tarjeta_debito,0,15,4,mensual,2,web,0
120,basico,tarjeta_credito,2,15,2,mensual,3,web,0
38,basico,tarjeta_debito,2,2,0,anual,3,web,0
9,basico,tarjeta_credito,1,25,5,mensual,2,call_center,0
15,estandar,tarjeta_debito,0,14,4,anual,2,referido,0
55,estandar,tarjeta_credito,2,6,0,mensual,1,referido,0
55,premium,tarjeta_debito,2,13,6,mensual,2,call_center,0
43,basico,efectivo,3,20,8,mensual,0,call_center,1
12,premium,tarjeta_credito,3,10,1,mensual,0,call_center,0
50,premium,transferencia_bancaria,3,15,6,mensual,3,web,0
0,estandar,tarjeta_debito,1,24,5,anual,3,web,0
35,premium,tarjeta_credito,2,18,2,mensual,0,call_center,1
17,estandar,efectivo,0,15,0,mensual,1,call_center,0
48,estandar,efectivo,0,26,5,anual,3,call_center,0
46,premium,transferencia_bancaria,2,13,9,mensual,3,web,1
50,premium,transferencia_bancaria,0,17,0,mensual,2,referido,0
31,estandar,tarjeta_debito,0,28,5,mensual,3,redes_sociales,0
38,basico,efectivo,3,23,7,anual,2,web,0
12,premium,tarjeta_credito,2,26,7,mensual,1,call_center,0
54,basico,efectivo,3,16,9,anual,3,redes_sociales,0
50,basico,tarjeta_credito,3,11,6,mensual,1,referido,0
0,estandar,efectivo,2,23,6,anual,1,referido,0
22,estandar,tarjeta_debito,2,10,1,mensual,1,redes_sociales,1
37,premium,efectivo,2,24,4,mensual,3,call_center,0
120,premium,tarjeta_debito,2,5,7,anual,2,referido,1
6,basico,tarjeta_debito,3,18,4,mensual,3,redes_sociales,0
21,premium,tarjeta_debito,1,28,9,mensual,1,call_center,0
46,estandar,efectivo,2,15,8,mensual,2,redes_sociales,1
46,estandar,tarjeta_debito,1,19,3,anual,0,redes_sociales,0
38,estandar,tarjeta_debito,2,29,3,anual,0,call_center,0
38,estandar,efectivo,3,15,6,anual,3,redes_sociales,0
40,estandar,transferencia_bancaria,0,29,5,mensual,2,redes_sociales,0
52,premium,tarjeta_debito,2,19,37,mensual,1,web,0
25,premium,transferencia_bancaria,3,0,5,mensual,0,call_center,0
39,premium,efectivo,2,8,0,anual,0,call_center,0
45,basico,tarjeta_credito,3,25,6,mensual,1,web,0
32,basico,tarjeta_debito,0,3,5,mensual,0,call_center,0
46,basico,efectivo,1,6,1,mensual,2,redes_sociales,1
11,estandar,transferencia_bancaria,3,9,1,mensual,3,redes_sociales,0
36,estandar,tarjeta_credito,1,24,8,mensual,1,redes_sociales,0
33,basico,efectivo,3,14,9,mensual,0,web,0
22,estandar,tarjeta_credito,0,29,0,mensual,1,web,0
51,basico,tarjeta_debito,3,12,9,mensual,0,referido,0
1,basico,tarjeta_credito,3,26,4,anual,2,call_center,0
51,estandar,tarjeta_credito,0,9,2,anual,2,web,0
8,estandar,efectivo,2,23,6,anual,0,referido,0
24,basico,efectivo,2,9,5,mensual,0,referido,1
57,basico,transferencia_bancaria,3,27,6,mensual,0,redes_sociales,0
58,basico,tarjeta_debito,0,26,6,mensual,2,web,0
15,basico,tarjeta_debito,2,22,5,anual,1,call_center,0
45,estandar,tarjeta_credito,2,22,0,mensual,1,referido,0
12,estandar,tarjeta_debito,1,20,5,mensual,3,redes_sociales,1
56,basico,tarjeta_debito,2,3,10,mensual,0,call_center,1
38,estandar,tarjeta_credito,3,4,7,anual,0,redes_sociales,0
60,premium,efectivo,2,5,0,mensual,1,referido,0
27,basico,transferencia_bancaria,3,4,2,mensual,3,call_center,1
8,estandar,efectivo,2,16,5,mensual,1,redes_sociales,1
60,basico,efectivo,2,7,4,mensual,3,web,0
60,estandar,tarjeta_debito,0,25,5,mensual,1,referido,0
44,premium,tarjeta_debito,3,20,7,mensual,2,redes_sociales,1
48,estandar,efectivo,2,7,5,mensual,3,call_center,1
26,premium,tarjeta_debito,3,30,1,mensual,3,referido,0
2,estandar,tarjeta_credito,2,19,4,mensual,3,call_center,1
14,basico,efectivo,1,17,6,mensual,1,web,1
0,premium,tarjeta_debito,2,0,9,mensual,1,web,0
50,premium,tarjeta_debito,3,12,4,mensual,1,referido,0
57,premium,tarjeta_credito,3,15,5,mensual,2,referido,0
28,basico,tarjeta_debito,3,20,9,mensual,3,web,0
41,estandar,tarjeta_credito,2,15,0,mensual,2,call_center,0
24,basico,efectivo,0,12,4,mensual,0,web,1
14,basico,tarjeta_debito,2,14,7,mensual,2,redes_sociales,0
6,estandar,tarjeta_credito,1,17,0,anual,1,call_center,0
48,estandar,tarjeta_debito,3,4,2,anual,0,web,0
120,basico,tarjeta_debito,1,10,6,mensual,1,redes_sociales,0
8,estandar,transferencia_bancaria,2,8,4,mensual,1,referido,0
13,premium,transferencia_bancaria,2,5,3,mensual,1,web,0
26,premium,tarjeta_debito,0,1,5,mensual,0,referido,0
22,basico,transferencia_bancaria,1,15,1,mensual,1,call_center,0
18,estandar,tarjeta_credito,0,4,4,mensual,2,referido,0
17,estandar,tarjeta_debito,1,15,3,mensual,1,web,0
53,basico,transferencia_bancaria,1,1,1,mensual,3,web,0
2,premium,tarjeta_debito,1,1,9,mensual,0,call_center,1
27,basico,efectivo,2,1,1,anual,3,redes_sociales,0
12,basico,tarjeta_debito,0,13,0,mensual,2,referido,0
45,basico,efectivo,2,4,2,mensual,1,web,0
7,basico,tarjeta_debito,3,15,6,mensual,0,redes_sociales,1
27,basico,tarjeta_credito,3,21,0,anual,3,call_center,0
24,estandar,efectivo,3,6,5,mensual,0,web,1
58,premium,efectivo,0,1,5,anual,2,web,0
5,basico,tarjeta_credito,3,15,1,anual,2,redes_sociales,0
52,basico,efectivo,0,19,6,mensual,0,referido,0
32,premium,efectivo,2,2,9,mensual,3,web,0
57,basico,tarjeta_credito,2,22,9,mensual,2,web,0
50,estandar,tarjeta_debito,3,27,5,anual,0,referido,0
17,basico,tarjeta_debito,1,29,4,anual,2,redes_sociales,0
5,premium,tarjeta_debito,2,23,5,mensual,2,web,1
29,estandar,tarjeta_credito,3,26,6,mensual,3,redes_sociales,0
9,premium,tarjeta_credito,0,20,7,mensual,2,call_center,0
51,basico,efectivo,1,12,0,mensual,3,redes_sociales,0
41,estandar,tarjeta_credito,0,10,4,mensual,1,call_center,0
25,basico,tarjeta_debito,1,17,1,anual,0,referido,0
7,estandar,efectivo,0,16,10,mensual,2,referido,0
13,basico,tarjeta_debito,0,27,3,anual,1,redes_sociales,0
60,basico,tarjeta_debito,2,23,0,mensual,1,web,0
3,estandar,tarjeta_debito,2,7,5,mensual,0,web,0
41,basico,tarjeta_debito,2,8,4,mensual,0,referido,0
36,premium,efectivo,3,10,0,mensual,0,call_center,1
49,estandar,tarjeta_credito,2,30,5,anual,1,redes_sociales,0
58,estandar,tarjeta_debito,1,8,9,mensual,3,redes_sociales,0
6,basico,efectivo,2,11,10,mensual,2,web,0
21,estandar,efectivo,3,27,1,anual,3,call_center,0
20,estandar,transferencia_bancaria,1,4,4,anual,1,redes_sociales,0
18,estandar,tarjeta_debito,0,21,8,anual,0,redes_sociales,0
46,estandar,tarjeta_credito,2,15,10,mensual,2,referido,0
18,basico,tarjeta_debito,3,14,5,anual,2,redes_sociales,0
33,premium,tarjeta_credito,3,3,5,mensual,1,redes_sociales,0
33,premium,tarjeta_debito,0,4,2,mensual,2,redes_sociales,0
23,premium,tarjeta_debito,1,0,9,mensual,1,call_center,1
18,estandar,transferencia_bancaria,1,0,0,anual,0,redes_sociales,0
42,basico,efectivo,2,16,9,mensual,1,referido,0
55,basico,transferencia_bancaria,1,17,7,mensual,2,web,0
4,basico,tarjeta_debito,1,19,0,anual,2,call_center,0
48,estandar,tarjeta_credito,2,16,0,mensual,1,redes_sociales,1
0,basico,tarjeta_debito,0,15,3,mensual,3,call_center,0
45,estandar,tarjeta_debito,3,25,2,anual,2,call_center,0
22,basico,transferencia_bancaria,2,15,9,mensual,2,web,0
19,basico,efectivo,3,29,3,mensual,3,redes_sociales,0
11,estandar,transferencia_bancaria,3,20,2,anual,3,call_center,1
18,estandar,tarjeta_debito,2,10,7,mensual,3,redes_sociales,1
35,estandar,transferencia_bancaria,3,13,49,mensual,0,web,1
46,estandar,tarjeta_credito,1,28,10,mensual,2,redes_sociales,0
18,estandar,tarjeta_debito,1,4,7,mensual,2,web,1
28,estandar,tarjeta_debito,3,19,4,anual,3,referido,0
9,premium,efectivo,0,14,5,mensual,0,redes_sociales,0
37,premium,transferencia_bancaria,2,22,7,mensual,2,web,0
44,premium,tarjeta_debito,1,16,0,mensual,3,web,0
32,premium,tarjeta_debito,2,27,4,mensual,2,web,0
24,premium,tarjeta_credito,0,23,5,anual,0,redes_sociales,0
15,estandar,tarjeta_credito,3,10,4,mensual,3,web,0
46,premium,tarjeta_credito,1,15,1,mensual,3,web,0
36,estandar,efectivo,2,6,4,mensual,0,call_center,1
28,estandar,transferencia_bancaria,3,4,5,anual,0,call_center,1
17,estandar,tarjeta_credito,3,12,4,mensual,0,referido,0
42,estandar,efectivo,0,15,8,anual,2,referido,0
43,premium,tarjeta_debito,0,18,3,anual,2,call_center,0
38,estandar,efectivo,2,14,8,mensual,0,call_center,0
47,premium,transferencia_bancaria,3,7,9,mensual,1,call_center,1
28,estandar,transferencia_bancaria,1,27,5,mensual,2,redes_sociales,1
5,estandar,tarjeta_debito,2,12,3,mensual,3,redes_sociales,1
37,premium,transferencia_bancaria,1,21,5,anual,3,referido,0
36,premium,transferencia_bancaria,3,10,1,mensual,3,call_center,0
30,basico,transferencia_bancaria,2,29,0,anual,2,web,0
59,basico,transferencia_bancaria,0,15,10,anual,1,call_center,0
14,estandar,tarjeta_debito,2,0,4,anual,3,web,0
38,basico,efectivo,3,14,1,anual,1,call_center,0
20,estandar,tarjeta_debito,2,6,5,anual,3,web,0
37,estandar,tarjeta_debito,0,12,4,mensual,0,call_center,0
1,estandar,tarjeta_credito,2,18,4,mensual,0,referido,0
48,premium,tarjeta_credito,3,22,10,mensual,2,web,0
55,basico,transferencia_bancaria,2,8,5,mensual,0,call_center,0
12,estandar,tarjeta_debito,0,29,5,anual,0,call_center,0
40,premium,efectivo,2,15,3,mensual,0,web,0
27,estandar,tarjeta_debito,2,18,6,mensual,0,referido,1
23,estandar,efectivo,1,12,2,mensual,3,call_center,1
60,basico,efectivo,1,23,1,anual,3,web,0
26,estandar,tarjeta_credito,2,20,7,anual,3,referido,0
8,basico,efectivo,1,4,10,mensual,0,call_center,0
17,estandar,efectivo,2,29,0,mensual,0,referido,0
28,estandar,transferencia_bancaria,3,30,7,anual,0,call_center,0
38,basico,tarjeta_debito,2,15,7,mensual,1,call_center,1
10,estandar,tarjeta_debito,2,23,4,mensual,1,redes_sociales,0
3,estandar,tarjeta_debito,0,16,0,mensual,2,web,0
48,estandar,tarjeta_credito,3,25,6,mensual,3,referido,0
46,basico,tarjeta_credito,0,0,5,mensual,1,referido,0
36,estandar,transferencia_bancaria,2,27,9,anual,1,call_center,0
31,basico,tarjeta_credito,3,28,10,mensual,3,referido,0
25,premium,transferencia_bancaria,2,1,6,anual,3,call_center,0
5,premium,transferencia_bancaria,2,15,2,anual,3,web,0
9,basico,transferencia_bancaria,0,23,1,mensual,1,web,0
44,estandar,tarjeta_credito,1,29,5,anual,0,referido,0
31,basico,tarjeta_debito,1,15,3,anual,1,web,0
59,premium,transferencia_bancaria,3,6,3,anual,1,redes_sociales,0
24,estandar,efectivo,2,22,3,mensual,1,redes_sociales,1
4,basico,tarjeta_credito,1,13,8,mensual,2,call_center,0
35,estandar,efectivo,3,21,5,mensual,3,call_center,1
10,estandar,efectivo,0,3,3,mensual,1,call_center,1
43,premium,tarjeta_credito,3,15,5,anual,0,web,0
22,estandar,tarjeta_debito,3,19,2,mensual,0,web,1
31,basico,transferencia_bancaria,2,11,4,anual,3,referido,1
26,basico,tarjeta_debito,2,5,8,mensual,0,referido,0
58,premium,tarjeta_debito,0,5,10,mensual,3,call_center,1
38,estandar,tarjeta_debito,1,17,3,mensual,3,referido,0
31,basico,tarjeta_credito,0,25,6,mensual,3,web,1
58,basico,tarjeta_credito,2,16,9,anual,3,call_center,1
26,estandar,tarjeta_debito,1,10,6,anual,3,redes_sociales,0
39,estandar,tarjeta_credito,0,5,0,mensual,2,call_center,1
48,estandar,transferencia_bancaria,3,17,4,mensual,1,call_center,0
41,estandar,tarjeta_credito,3,7,4,anual,3,referido,0
21,basico,transferencia_bancaria,0,14,0,anual,1,referido,0
3,premium,tarjeta_credito,3,19,0,anual,3,redes_sociales,0
13,basico,tarjeta_debito,1,17,3,mensual,0,call_center,0
38,estandar,efectivo,2,15,6,anual,1,web,0
26,estandar,transferencia_bancaria,3,15,5,mensual,1,call_center,0
39,premium,tarjeta_credito,3,27,1,anual,2,web,1
7,estandar,tarjeta_credito,3,0,4,mensual,3,call_center,1
42,estandar,transferencia_bancaria,1,20,10,mensual,1,redes_sociales,0
23,basico,efectivo,2,7,4,mensual,0,redes_sociales,0
59,estandar,transferencia_bancaria,1,8,2,anual,1,redes_sociales,0
41,basico,tarjeta_debito,2,3,8,mensual,2,redes_sociales,0
40,estandar,efectivo,3,26,5,anual,3,call_center,0
27,estandar,tarjeta_debito,2,21,0,anual,2,redes_sociales,0
27,premium,tarjeta_debito,1,7,5,mensual,3,call_center,0
13,estandar,tarjeta_credito,2,16,0,anual,3,referido,0
32,estandar,efectivo,1,15,2,mensual,0,web,0
19,premium,tarjeta_debito,3,28,0,mensual,0,redes_sociales,0
19,estandar,tarjeta_debito,1,5,9,mensual,1,call_center,0
29,basico,efectivo,3,11,6,mensual,3,referido,0
27,estandar,transferencia_bancaria,1,13,5,anual,1,referido,0
46,estandar,tarjeta_credito,1,11,9,anual,3,referido,0
60,estandar,tarjeta_credito,2,7,5,mensual,0,call_center,0
120,estandar,efectivo,2,25,9,mensual,0,referido,0
22,estandar,tarjeta_credito,1,12,0,mensual,3,redes_sociales,0
19,estandar,efectivo,0,15,5,anual,1,web,0
3,estandar,tarjeta_debito,3,15,0,mensual,0,call_center,0
15,basico,tarjeta_credito,3,12,3,mensual,0,referido,1
35,estandar,transferencia_bancaria,0,15,8,mensual,1,call_center,0
51,premium,efectivo,2,22,7,anual,1,redes_sociales,0
0,estandar,tarjeta_credito,0,10,3,mensual,1,referido,0
60,basico,tarjeta_debito,2,3,10,mensual,2,referido,0
57,basico,efectivo,1,27,7,mensual,3,call_center,0
6,basico,efectivo,2,17,0,anual,0,call_center,0
26,premium,efectivo,2,28,10,mensual,2,referido,1
32,basico,tarjeta_credito,0,6,44,mensual,2,call_center,1
17,premium,tarjeta_credito,2,30,8,mensual,3,call_center,0
59,basico,tarjeta_debito,2,17,5,mensual,2,web,0
12,estandar,efectivo,3,23,5,anual,1,referido,0
57,basico,efectivo,2,23,8,mensual,0,call_center,0
53,estandar,tarjeta_debito,1,11,10,mensual,0,redes_sociales,1
4,estandar,tarjeta_debito,2,3,6,mensual,0,web,1
54,estandar,tarjeta_debito,0,14,8,anual,3,redes_sociales,0
15,estandar,tarjeta_credito,1,15,5,mensual,1,call_center,0
12,estandar,transferencia_bancaria,2,15,5,mensual,3,referido,0
48,estandar,tarjeta_debito,0,22,5,mensual,3,call_center,0
30,basico,transferencia_bancaria,3,4,3,anual,2,redes_sociales,0
26,basico,tarjeta_debito,3,27,5,anual,2,redes_sociales,1
19,estandar,tarjeta_debito,1,18,5,anual,0,redes_sociales,0
27,basico,tarjeta_debito,2,16,5,mensual,1,call_center,0
23,estandar,efectivo,2,0,8,mensual,3,call_center,1
26,basico,tarjeta_credito,0,20,0,anual,0,call_center,0
27,premium,efectivo,0,11,4,mensual,1,web,0
57,premium,transferencia_bancaria,2,9,4,mensual,0,call_center,0
34,estandar,transferencia_bancaria,2,29,5,anual,3,referido,0
2,premium,efectivo,2,21,3,anual,1,web,0
59,premium,tarjeta_debito,2,20,1,mensual,0,referido,0
10,estandar,efectivo,1,0,5,mensual,0,referido,0
32,premium,transferencia_bancaria,2,10,7,anual,3,redes_sociales,0
52,estandar,tarjeta_debito,3,6,9,mensual,0,call_center,1
27,premium,tarjeta_debito,1,8,1,anual,0,referido,0
28,estandar,efectivo,2,22,5,anual,3,referido,0
8,estandar,tarjeta_credito,1,28,6,mensual,0,referido,0
9,estandar,tarjeta_debito,1,28,5,anual,2,call_center,0
56,basico,tarjeta_credito,2,25,3,mensual,3,web,0
49,basico,tarjeta_credito,1,15,0,mensual,2,web,0
47,basico,transferencia_bancaria,3,21,1,mensual,1,call_center,1
37,basico,transferencia_bancaria,0,11,9,mensual,3,call_center,0
30,basico,transferencia_bancaria,3,17,9,anual,3,call_center,0
29,premium,efectivo,2,19,6,mensual,3,referido,1
38,estandar,tarjeta_debito,2,11,5,mensual,0,redes_sociales,0
36,basico,tarjeta_debito,2,16,9,mensual,3,redes_sociales,0
28,premium,efectivo,3,19,5,mensual,3,web,0
12,premium,transferencia_bancaria,2,11,3,anual,3,call_center,0
42,premium,transferencia_bancaria,1,14,5,mensual,1,web,0
41,estandar,efectivo,2,2,2,mensual,2,referido,0
26,basico,tarjeta_credito,2,21,7,mensual,2,call_center,0
33,estandar,tarjeta_debito,1,12,2,mensual,0,web,1
21,premium,tarjeta_debito,2,28,0,mensual,1,referido,0
16,premium,efectivo,0,18,6,anual,1,web,0
46,basico,efectivo,0,28,7,mensual,0,call_center,0
42,estandar,tarjeta_debito,0,16,6,mensual,0,web,0
20,basico,tarjeta_debito,1,17,6,anual,0,referido,0
18,basico,transferencia_bancaria,2,22,6,mensual,0,web,1
