antiguedad,plan,metodo_pago,facturas_impagas,frecuencia_uso,tickets_soporte,tipo_contrato,cambios_plan,canal_adquisicion,churn
35,estandar,efectivo,2.0,13.0,,anual,2,referido,1
57,estandar,tarjeta_debito,1.0,15.0,3.0,mensual,3,,1
59,basico,tarjeta_credito,0.0,23.0,3.0,anual,1,referido,0
150,premium,,0.0,1.0,7.0,mensual,2,,0
36,premium,transferencia_bancaria,0.0,,4.0,mensual,0,referido,0
17,estandar,efectivo,,27.0,7.0,mensual,0,redes_sociales,0
26,estandar,tarjeta_credito,0.0,13.0,2.0,mensual,3,call_center,0
54,premium,transferencia_bancaria,1.0,26.0,1.0,mensual,0,web,0
32,estandar,transferencia_bancaria,3.0,100.0,0.0,mensual,3,redes_sociales,1
29,estandar,transferencia_bancaria,1.0,15.0,6.0,mensual,2,referido,0
3,basico,efectivo,,3.0,9.0,mensual,2,call_center,0
38,basico,tarjeta_credito,3.0,10.0,8.0,mensual,1,,0
150,estandar,efectivo,2.0,27.0,1.0,mensual,1,redes_sociales,1
10,basico,EFECTIVO,3.0,23.0,,mensual,0,redes_sociales,1
56,basico,transferencia_bancaria,0.0,12.0,,mensual,10,referido,0
18,estandar,transferencia_bancaria,0.0,21.0,10.0,mensual,3,web,0
0,basico,transferencia_bancaria,0.0,30.0,0.0,mensual,3,call_center,0
18,premium,efectivo,0.0,25.0,1.0,anual,3,redes_sociales,0
60,basico,transferencia_bancaria,3.0,17.0,10.0,anual,3,,0
9,premium,tarjeta_credito,1.0,5.0,,mensual,0,redes_sociales,0
59,premium,transferencia_bancaria,3.0,17.0,5.0,anual,2,referido,0
150,basico,tarjeta_debito,2.0,14.0,81.0,mensual,2,referido,0
32,estandar,transferencia_bancaria,3.0,7.0,0.0,anual,3,,1
47,basico,tarjeta_debito,2.0,25.0,2.0,mensual,0,referido,0
35,BASICO,tarjeta_debito,0.0,21.0,10.0,mensual,2,call_center,0
120,estandar,tarjeta_credito,1.0,11.0,10.0,mensual,0,redes_sociales,0
25,basico,tarjeta_debito,3.0,30.0,9.0,mensual,1,web,0
60,basico,tarjeta_debito,1.0,-5.0,85.0,mensual,3,referido,0
2,estandar,tarjeta_credito,,2.0,3.0,mensual,0,redes_sociales,1
54,premium,tarjeta_credito,2.0,,,mensual,0,web,0
6,estandar,tarjeta_debito,,17.0,5.0,mensual,0,web,1
35,estandar,,2.0,25.0,4.0,anual,3,web,0
-1,estandar,tarjeta_credito,1.0,-1.0,9.0,mensual,3,web,0
28,estandar,efectivo,2.0,3.0,3.0,mensual,0,,0
-1,basico,transferencia_bancaria,0.0,9.0,6.0,mensual,2,call_center,0
25,premium,tarjeta_credito,0.0,16.0,6.0,anual,3,referido,0
16,estandar,transferencia_bancaria,20.0,15.0,7.0,mensual,1,web,0
45,basico,transferencia_bancaria,,15.0,6.0,anual,1,,0
4,premium,tarjeta_credito,2.0,10.0,,mensual,3,referido,0
3,estandar,efectivo,3.0,5.0,7.0,anual,0,web,0
14,estandar,,0.0,,67.0,anual,2,call_center,0
14,estandar,efectivo,0.0,,4.0,mensual,0,web,0
28,estandar,transferencia_bancaria,1.0,13.0,2.0,anual,2,call_center,1
20,estandar,tarjeta_credito,3.0,23.0,10.0,mensual,15,call_center,1
33,estandar,transferencia_bancaria,1.0,18.0,10.0,anual,0,referido,0
45,estandar,efectivo,3.0,8.0,1.0,mensual,2,call_center,0
24,estandar,efectivo,2.0,6.0,1.0,anual,1,,0
55,premium,tarjeta_debito,0.0,,7.0,anual,3,call_center,0
6,basico,transferencia_bancaria,1.0,12.0,7.0,mensual,2,referido,1
6,estandar,,3.0,5.0,4.0,anual,15,referido,0
38,estandar,tarjeta_credito,0.0,10.0,3.0,anual,10,web,0
39,premium,transferencia_bancaria,3.0,4.0,2.0,anual,2,call_center,1
60,basico,,2.0,17.0,1.0,mensual,0,redes_sociales,0
15,estandar,tarjeta_debito,,21.0,1.0,mensual,1,referido,0
15,estandar,tarjeta_debito,2.0,,4.0,mensual,0,web,0
11,estandar,transferencia_bancaria,3.0,30.0,2.0,mensual,2,referido,1
43,premium,efectivo,0.0,9.0,2.0,mensual,2,referido,0
5,basico,tarjeta_debito,3.0,9.0,2.0,mensual,3,redes_sociales,1
54,premium,tarjeta_credito,0.0,17.0,5.0,mensual,-1,redes_sociales,0
10,estandar,tarjeta_debito,,28.0,0.0,anual,1,,0
8,basico,efectivo,3.0,24.0,8.0,mensual,0,,0
49,estandar,efectivo,3.0,30.0,7.0,mensual,0,web,1
60,estandar,tarjeta_credito,2.0,29.0,1.0,mensual,0,web,0
5,estandar,tarjeta_debito,3.0,8.0,2.0,mensual,1,call_center,0
51,premium,transferencia_bancaria,3.0,19.0,,mensual,3,web,0
31,basico,transferencia_bancaria,1.0,19.0,2.0,anual,3,redes_sociales,1
39,estandar,efectivo,0.0,17.0,,mensual,1,referido,0
42,premium,tarjeta_debito,1.0,26.0,6.0,mensual,1,call_center,0
3,basico,tarjeta_credito,3.0,,3.0,mensual,2,web,0
47,estandar,transferencia_bancaria,1.0,11.0,3.0,anual,1,call_center,0
31,estandar,tarjeta_credito,,100.0,6.0,anual,0,referido,0
55,estandar,efectivo,,17.0,3.0,anual,3,call_center,1
49,premium,transferencia_bancaria,3.0,3.0,6.0,mensual,1,web,1
2,premium,tarjeta_debito,1.0,22.0,6.0,mensual,1,referido,0
43,premium,tarjeta_debito,0.0,50.0,10.0,mensual,2,call_center,0
31,estandar,transferencia_bancaria,3.0,100.0,5.0,mensual,2,web,0
31,estandar,efectivo,0.0,6.0,9.0,mensual,0,referido,0
43,estandar,tarjeta_credito,0.0,30.0,10.0,mensual,2,call_center,0
38,basico,tarjeta_credito,2.0,28.0,9.0,mensual,0,referido,0
51,estandar,transferencia_bancaria,2.0,24.0,3.0,mensual,2,redes_sociales,1
43,premium,,2.0,10.0,7.0,mensual,0,redes_sociales,0
47,basico,tarjeta_debito,3.0,11.0,2.0,mensual,1,redes_sociales,0
4,basico,EFECTIVO,1.0,8.0,7.0,mensual,0,referido,1
2,premium,efectivo,1.0,23.0,4.0,anual,1,call_center,1
45,estandar,,1.0,28.0,7.0,anual,1,web,0
58,premium,efectivo,3.0,12.0,10.0,anual,1,web,0
17,basico,tarjeta_debito,1.0,13.0,8.0,mensual,2,web,0
56,basico,efectivo,0.0,23.0,10.0,mensual,0,referido,0
120,premium,efectivo,1.0,27.0,5.0,anual,0,call_center,0
44,estandar,,,26.0,6.0,mensual,3,referido,0
36,estandar,transferencia_bancaria,0.0,25.0,5.0,mensual,2,call_center,0
37,basico,tarjeta_credito,1.0,27.0,9.0,mensual,2,redes_sociales,0
39,basico,tarjeta_credito,2.0,6.0,7.0,anual,1,web,0
49,estandar,tarjeta_debito,2.0,7.0,2.0,mensual,1,call_center,0
120,estandar,transferencia_bancaria,3.0,,0.0,mensual,3,redes_sociales,0
31,premium,transferencia_bancaria,0.0,,5.0,mensual,2,redes_sociales,0
29,estandar,tarjeta_debito,3.0,12.0,8.0,anual,1,redes_sociales,0
12,estandar,,2.0,0.0,4.0,anual,0,referido,0
26,premium,tarjeta_debito,,29.0,8.0,mensual,2,referido,1
15,basico,tarjeta_debito,3.0,8.0,1.0,mensual,0,web,1
10,estandar,transferencia_bancaria,2.0,30.0,10.0,anual,1,call_center,0
40,basico,tarjeta_credito,2.0,30.0,6.0,anual,1,redes_sociales,0
34,estandar,tarjeta_debito,1.0,6.0,6.0,mensual,1,web,0
12,basico,tarjeta_debito,2.0,26.0,8.0,mensual,2,web,1
11,estandar,tarjeta_credito,3.0,17.0,9.0,anual,10,,0
38,basico,transferencia_bancaria,3.0,100.0,9.0,mensual,0,redes_sociales,0
38,estandar,tarjeta_credito,1.0,30.0,9.0,mensual,2,,0
47,basico,tarjeta_debito,1.0,21.0,0.0,mensual,1,referido,0
13,basico,tarjeta_credito,3.0,28.0,,mensual,2,referido,0
42,estandar,efectivo,3.0,-5.0,1.0,mensual,3,referido,0
18,estandar,tarjeta_debito,,25.0,8.0,mensual,2,redes_sociales,0
53,estandar,efectivo,3.0,19.0,81.0,mensual,2,redes_sociales,0
4,estandar,transferencia_bancaria,3.0,24.0,8.0,mensual,2,,0
8,estandar,tarjeta_credito,1.0,22.0,5.0,mensual,2,web,1
6,estandar,transferencia_bancaria,1.0,29.0,7.0,anual,2,call_center,0
-1,basico,transferencia_bancaria,3.0,20.0,5.0,mensual,2,call_center,0
53,estandar,tarjeta_credito,1.0,2.0,4.0,anual,2,redes_sociales,0
19,premium,efectivo,3.0,23.0,5.0,mensual,1,call_center,1
150,premium,tarjeta_debito,2.0,-1.0,9.0,anual,3,web,0
21,basico,tarjeta_credito,0.0,21.0,6.0,mensual,3,,0
50,basico,tarjeta_credito,1.0,16.0,6.0,mensual,1,referido,0
45,estandar,efectivo,3.0,30.0,7.0,anual,2,web,0
31,estandar,tarjeta_debito,,22.0,10.0,mensual,3,call_center,0
21,estandar,tarjeta_debito,3.0,,1.0,mensual,0,referido,0
39,basico,efectivo,3.0,23.0,9.0,mensual,0,call_center,1
30,estandar,transferencia_bancaria,2.0,19.0,0.0,mensual,3,referido,1
51,premium,efectivo,3.0,2.0,8.0,mensual,2,web,0
12,basico,tarjeta_credito,3.0,25.0,0.0,mensual,1,redes_sociales,0
28,estandar,transferencia_bancaria,0.0,1.0,1.0,mensual,0,referido,0
19,estandar,efectivo,0.0,19.0,4.0,mensual,1,call_center,0
18,estandar,tarjeta_debito,2.0,26.0,10.0,mensual,2,redes_sociales,1
150,premium,transferencia_bancaria,3.0,11.0,4.0,mensual,0,referido,0
28,estandar,transferencia_bancaria,0.0,4.0,7.0,mensual,0,referido,1
37,estandar,tarjeta_credito,1.0,23.0,10.0,mensual,2,redes_sociales,0
43,estandar,tarjeta_debito,,,1.0,mensual,1,web,0
31,basico,efectivo,1.0,24.0,2.0,mensual,2,call_center,0
39,estandar,transferencia_bancaria,1.0,10.0,0.0,anual,3,redes_sociales,0
17,basico,efectivo,3.0,11.0,4.0,anual,0,redes_sociales,0
5,estandar,tarjeta_debito,3.0,4.0,10.0,mensual,1,call_center,0
10,estandar,tarjeta_debito,3.0,-5.0,,mensual,1,redes_sociales,1
27,estandar,,1.0,28.0,4.0,mensual,3,referido,0
12,premium,tarjeta_debito,2.0,25.0,5.0,mensual,3,call_center,0
26,estandar,tarjeta_credito,3.0,0.0,0.0,anual,1,redes_sociales,0
23,premium,efectivo,0.0,28.0,5.0,mensual,1,call_center,0
11,estandar,tarjeta_debito,3.0,1.0,4.0,mensual,0,web,0
15,basico,efectivo,0.0,21.0,2.0,mensual,3,call_center,0
150,basico,transferencia_bancaria,0.0,17.0,4.0,anual,0,web,0
49,estandar,tarjeta_credito,1.0,22.0,10.0,anual,0,call_center,0
34,premium,efectivo,,-5.0,9.0,mensual,0,call_center,0
39,estandar,efectivo,2.0,17.0,10.0,anual,3,redes_sociales,0
57,premium,tarjeta_credito,3.0,,10.0,mensual,2,,0
2,premium,transferencia_bancaria,1.0,16.0,0.0,anual,1,web,0
8,premium,transferencia_bancaria,2.0,6.0,8.0,anual,0,referido,0
54,premium,transferencia_bancaria,0.0,1.0,1.0,mensual,1,web,0
13,estandar,,3.0,19.0,5.0,mensual,3,redes_sociales,1
36,Premium,tarjeta_debito,2.0,-5.0,9.0,anual,3,call_center,1
33,basico,efectivo,3.0,28.0,3.0,mensual,0,redes_sociales,1
20,estandar,tarjeta_debito,,8.0,3.0,mensual,0,web,0
16,basico,transferencia_bancaria,1.0,8.0,6.0,anual,0,web,0
40,estandar,tarjeta_credito,2.0,7.0,66.0,anual,2,web,0
28,basico,,2.0,2.0,3.0,mensual,3,web,1
50,standard,efectivo,2.0,1.0,5.0,mensual,3,referido,0
17,estandar,tarjeta_debito,,11.0,94.0,mensual,2,redes_sociales,0
47,basico,,0.0,,4.0,anual,2,redes_sociales,0
30,basico,tarjeta_debito,3.0,21.0,5.0,mensual,1,web,0
58,basico,efectivo,0.0,15.0,3.0,mensual,0,redes_sociales,0
31,estandar,tarjeta_debito,3.0,30.0,3.0,mensual,1,call_center,1
51,basico,,1.0,11.0,4.0,mensual,1,web,0
15,estandar,tarjeta_credito,0.0,28.0,3.0,mensual,1,,0
-1,estandar,tarjeta_credito,20.0,8.0,8.0,mensual,1,referido,0
43,premium,tarjeta_debito,2.0,6.0,9.0,mensual,2,redes_sociales,1
55,premium,tarjeta_debito,1.0,8.0,7.0,mensual,0,call_center,1
59,basico,transferencia_bancaria,2.0,28.0,,anual,0,referido,0
2,basico,tarjeta_debito,,2.0,5.0,anual,0,redes_sociales,0
56,premium,tarjeta_credito,0.0,21.0,,anual,2,call_center,0
1,premium,transferencia_bancaria,0.0,2.0,3.0,anual,1,referido,0
47,estandar,tarjeta_credito,3.0,30.0,1.0,mensual,0,redes_sociales,0
39,estandar,efectivo,20.0,3.0,7.0,mensual,0,redes_sociales,0
53,estandar,tarjeta_debito,0.0,100.0,7.0,mensual,3,referido,0
0,basico,tarjeta_debito,,18.0,10.0,mensual,2,call_center,1
120,estandar,tarjeta_debito,3.0,0.0,4.0,mensual,3,referido,1
18,basico,tarjeta_credito,3.0,1.0,,mensual,2,web,0
37,estandar,transferencia_bancaria,2.0,29.0,6.0,anual,3,call_center,0
60,estandar,tarjeta_debito,1.0,2.0,4.0,mensual,1,referido,0
20,estandar,efectivo,2.0,0.0,8.0,mensual,2,call_center,0
22,premium,,2.0,1.0,7.0,anual,0,referido,0
9,estandar,transferencia_bancaria,0.0,,79.0,mensual,3,redes_sociales,0
12,estandar,,0.0,10.0,,mensual,3,call_center,0
12,estandar,,1.0,8.0,4.0,mensual,1,redes_sociales,0
59,estandar,efectivo,3.0,11.0,1.0,mensual,2,call_center,0
42,premium,transferencia_bancaria,,5.0,6.0,anual,0,referido,0
53,estandar,,0.0,7.0,,mensual,1,web,0
54,basico,tarjeta_credito,2.0,20.0,10.0,anual,2,redes_sociales,0
18,estandar,transferencia_bancaria,,3.0,2.0,anual,3,call_center,1
30,estandar,tarjeta_credito,1.0,27.0,8.0,mensual,1,call_center,0
50,basico,efectivo,0.0,13.0,5.0,mensual,1,call_center,0
60,estandar,tarjeta_debito,2.0,14.0,5.0,mensual,0,referido,0
4,basico,tarjeta_credito,3.0,2.0,,anual,0,referido,1
11,estandar,tarjeta_debito,1.0,4.0,2.0,mensual,0,call_center,0
50,estandar,,0.0,1.0,0.0,anual,2,web,0
15,premium,tarjeta_credito,,24.0,7.0,mensual,1,web,0
29,basico,tarjeta_debito,0.0,21.0,3.0,anual,1,call_center,0
26,estandar,tarjeta_credito,-1.0,16.0,4.0,anual,0,redes_sociales,0
16,basico,efectivo,1.0,23.0,8.0,anual,-1,redes_sociales,0
36,estandar,EFECTIVO,2.0,29.0,25.0,mensual,1,web,0
9,estandar,tarjeta_credito,1.0,26.0,1.0,anual,0,web,0
1,estandar,tarjeta_debito,1.0,5.0,4.0,anual,3,call_center,1
13,basico,efectivo,2.0,17.0,8.0,mensual,0,web,1
25,estandar,transferencia_bancaria,2.0,11.0,7.0,mensual,1,redes_sociales,1
26,estandar,tarjeta_credito,1.0,25.0,4.0,anual,2,redes_sociales,0
-1,estandar,transferencia_bancaria,1.0,18.0,3.0,mensual,0,web,0
13,basico,efectivo,,0.0,,anual,0,call_center,1
54,estandar,efectivo,0.0,26.0,8.0,mensual,0,,0
57,estandar,transferencia_bancaria,,22.0,2.0,mensual,2,call_center,0
37,premium,tarjeta_debito,1.0,27.0,6.0,mensual,1,call_center,0
18,estandar,tarjeta_debito,0.0,21.0,9.0,mensual,0,redes_sociales,0
22,basico,efectivo,3.0,100.0,4.0,mensual,0,web,1
32,estandar,Tarjeta Credito,2.0,5.0,,mensual,1,redes_sociales,0
43,estandar,,0.0,2.0,10.0,mensual,1,web,0
36,estandar,,3.0,17.0,6.0,mensual,3,,0
10,estandar,tarjeta_credito,3.0,20.0,4.0,anual,0,call_center,1
56,estandar,transferencia_bancaria,0.0,,10.0,mensual,3,call_center,0
29,basico,,2.0,16.0,6.0,anual,2,referido,1
19,basico,transferencia_bancaria,2.0,13.0,56.0,mensual,3,call_center,1
0,estandar,tarjeta_debito,2.0,12.0,10.0,anual,3,referido,0
0,basico,,3.0,,7.0,mensual,3,web,0
18,estandar,transferencia_bancaria,3.0,13.0,2.0,mensual,2,redes_sociales,1
12,basico,efectivo,3.0,,10.0,mensual,2,referido,0
-1,basico,tarjeta_credito,1.0,18.0,75.0,mensual,1,redes_sociales,0
38,premium,,0.0,30.0,8.0,mensual,0,redes_sociales,0
54,estandar,transferencia_bancaria,2.0,12.0,,anual,1,call_center,0
13,premium,tarjeta_credito,2.0,,0.0,anual,0,,0
55,estandar,,,26.0,3.0,mensual,0,referido,0
33,estandar,efectivo,0.0,21.0,1.0,mensual,3,web,0
42,basico,efectivo,3.0,4.0,,anual,1,redes_sociales,1
34,estandar,transferencia_bancaria,0.0,4.0,2.0,mensual,1,web,0
7,basico,tarjeta_debito,3.0,23.0,8.0,mensual,3,redes_sociales,0
51,estandar,,0.0,16.0,9.0,mensual,2,,1
52,premium,,3.0,28.0,5.0,mensual,1,redes_sociales,0
14,basico,tarjeta_debito,0.0,18.0,0.0,anual,3,referido,0
44,basico,efectivo,1.0,,2.0,mensual,0,call_center,0
53,estandar,,1.0,0.0,7.0,anual,3,call_center,0
17,basico,transferencia_bancaria,3.0,22.0,,mensual,3,,0
2,basico,tarjeta_debito,2.0,19.0,10.0,mensual,2,call_center,1
45,estandar,efectivo,1.0,12.0,6.0,mensual,2,referido,1
36,estandar,tarjeta_credito,0.0,,,mensual,0,web,0
33,basico,efectivo,1.0,4.0,7.0,mensual,0,call_center,1
25,premium,tarjeta_debito,,2.0,9.0,mensual,0,,1
3,estandar,transferencia_bancaria,3.0,8.0,9.0,mensual,1,referido,0
55,premium,efectivo,1.0,14.0,0.0,mensual,2,web,0
23,basico,transferencia_bancaria,0.0,26.0,0.0,anual,1,referido,0
34,basico,efectivo,2.0,2.0,1.0,mensual,1,referido,0
34,basico,transferencia_bancaria,1.0,3.0,7.0,mensual,2,call_center,1
56,estandar,tarjeta_debito,3.0,6.0,4.0,mensual,3,redes_sociales,0
46,basico,tarjeta_debito,0.0,2.0,3.0,mensual,0,redes_sociales,0
56,estandar,transferencia_bancaria,0.0,25.0,1.0,mensual,0,web,0
9,estandar,transferencia_bancaria,2.0,6.0,3.0,anual,2,redes_sociales,1
57,estandar,tarjeta_debito,3.0,29.0,4.0,anual,1,redes_sociales,0
52,estandar,tarjeta_debito,1.0,30.0,8.0,mensual,2,referido,0
29,estandar,tarjeta_debito,2.0,16.0,5.0,anual,0,,0
27,estandar,efectivo,3.0,15.0,28.0,mensual,1,referido,0
21,premium,tarjeta_debito,0.0,17.0,3.0,mensual,1,redes_sociales,0
49,basico,transferencia_bancaria,3.0,16.0,1.0,anual,0,redes_sociales,0
56,estandar,tarjeta_debito,1.0,,9.0,anual,0,call_center,0
23,estandar,tarjeta_debito,3.0,2.0,9.0,mensual,0,call_center,1
10,basico,tarjeta_credito,0.0,12.0,1.0,anual,1,redes_sociales,0
11,estandar,transferencia_bancaria,,26.0,4.0,mensual,0,redes_sociales,1
0,estandar,transferencia_bancaria,0.0,0.0,6.0,anual,0,call_center,0
57,basico,tarjeta_debito,1.0,,10.0,mensual,1,referido,0
2,estandar,efectivo,3.0,25.0,10.0,mensual,1,redes_sociales,1
25,estandar,efectivo,1.0,28.0,1.0,mensual,3,call_center,0
50,basico,efectivo,2.0,5.0,81.0,mensual,1,call_center,1
54,estandar,tarjeta_debito,1.0,12.0,2.0,mensual,3,referido,0
42,estandar,transferencia_bancaria,3.0,22.0,6.0,mensual,1,call_center,1
59,basico,tarjeta_credito,0.0,13.0,8.0,mensual,-1,web,0
-1,basico,tarjeta_debito,,20.0,2.0,anual,0,web,0
52,estandar,tarjeta_credito,-1.0,13.0,9.0,mensual,0,web,0
0,estandar,transferencia_bancaria,0.0,13.0,7.0,mensual,3,,0
27,premium,tarjeta_debito,0.0,22.0,,mensual,0,redes_sociales,0
23,estandar,tarjeta_debito,0.0,6.0,3.0,mensual,3,call_center,0
45,basico,tarjeta_credito,1.0,8.0,61.0,mensual,2,web,0
58,estandar,efectivo,1.0,7.0,6.0,mensual,2,redes_sociales,1
11,estandar,tarjeta_debito,1.0,100.0,7.0,anual,1,call_center,0
31,estandar,tarjeta_debito,3.0,5.0,5.0,mensual,3,web,1
40,premium,,3.0,3.0,0.0,mensual,1,redes_sociales,0
7,estandar,tarjeta_credito,1.0,4.0,,mensual,2,redes_sociales,0
53,premium,tarjeta_debito,2.0,8.0,5.0,anual,2,web,0
12,basico,tarjeta_debito,2.0,28.0,67.0,anual,0,referido,0
150,estandar,tarjeta_debito,3.0,,5.0,mensual,3,redes_sociales,0
44,premium,tarjeta_debito,3.0,20.0,2.0,mensual,-1,referido,0
50,basico,transferencia_bancaria,0.0,28.0,8.0,anual,1,web,0
38,estandar,,2.0,21.0,0.0,mensual,2,redes_sociales,0
47,estandar,efectivo,2.0,10.0,1.0,mensual,0,referido,1
54,basico,transferencia_bancaria,3.0,1.0,1.0,mensual,3,,0
21,basico,tarjeta_debito,3.0,,5.0,mensual,2,web,0
49,estandar,efectivo,2.0,27.0,2.0,anual,2,call_center,0
51,estandar,tarjeta_credito,0.0,0.0,1.0,mensual,2,web,0
50,basico,efectivo,0.0,24.0,3.0,mensual,3,redes_sociales,0
1,basico,transferencia_bancaria,2.0,7.0,7.0,mensual,1,redes_sociales,0
29,basico,tarjeta_credito,2.0,23.0,9.0,mensual,1,redes_sociales,1
16,basico,efectivo,,18.0,10.0,anual,0,call_center,0
7,estandar,transferencia_bancaria,0.0,9.0,7.0,anual,2,web,1
23,estandar,efectivo,0.0,28.0,10.0,mensual,3,redes_sociales,0
27,premium,tarjeta_debito,2.0,6.0,1.0,mensual,1,referido,0
1,premium,transferencia_bancaria,3.0,11.0,7.0,anual,3,redes_sociales,0
34,Premium,efectivo,,1.0,2.0,mensual,2,web,1
24,estandar,tarjeta_debito,0.0,19.0,4.0,mensual,2,redes_sociales,1
-1,estandar,efectivo,2.0,,1.0,mensual,3,web,1
20,estandar,tarjeta_debito,3.0,,9.0,anual,0,redes_sociales,0
56,basico,transferencia_bancaria,0.0,0.0,55.0,mensual,0,call_center,0
34,estandar,transferencia_bancaria,2.0,27.0,0.0,mensual,3,web,0
6,estandar,,3.0,21.0,3.0,mensual,3,referido,1
12,estandar,tarjeta_credito,2.0,3.0,4.0,mensual,2,redes_sociales,1
30,estandar,transferencia_bancaria,,12.0,4.0,mensual,3,redes_sociales,1
27,estandar,tarjeta_debito,3.0,18.0,1.0,mensual,2,web,1
15,basico,tarjeta_debito,15.0,25.0,6.0,anual,3,call_center,0
16,estandar,,-1.0,15.0,10.0,mensual,2,web,0
43,basico,efectivo,3.0,30.0,,mensual,0,call_center,1
47,estandar,tarjeta_credito,0.0,2.0,8.0,mensual,2,,0
5,estandar,efectivo,3.0,50.0,0.0,mensual,0,referido,1
21,estandar,efectivo,3.0,30.0,8.0,anual,1,web,0
38,estandar,efectivo,2.0,,7.0,mensual,1,call_center,1
22,estandar,efectivo,1.0,5.0,5.0,mensual,0,web,1
42,estandar,,1.0,13.0,75.0,mensual,2,redes_sociales,0
42,estandar,transferencia_bancaria,1.0,25.0,21.0,mensual,1,call_center,0
7,premium,tarjeta_debito,1.0,11.0,,mensual,1,call_center,0
27,estandar,tarjeta_debito,0.0,28.0,9.0,mensual,2,call_center,0
41,premium,,,21.0,,anual,3,referido,0
31,estandar,tarjeta_debito,3.0,12.0,4.0,mensual,0,referido,1
8,basico,tarjeta_debito,1.0,12.0,,mensual,0,referido,0
49,premium,tarjeta_credito,1.0,27.0,0.0,anual,3,,0
35,basico,transferencia_bancaria,1.0,23.0,8.0,mensual,3,,0
6,premium,tarjeta_credito,2.0,27.0,14.0,mensual,0,redes_sociales,0
9,estandar,tarjeta_credito,3.0,-1.0,7.0,mensual,0,redes_sociales,0
27,estandar,tarjeta_debito,0.0,28.0,0.0,mensual,1,redes_sociales,0
58,premium,transferencia_bancaria,,10.0,2.0,mensual,3,referido,0
26,premium,transferencia_bancaria,1.0,20.0,10.0,mensual,1,web,0
51,estandar,tarjeta_debito,0.0,29.0,8.0,mensual,3,call_center,0
4,premium,,3.0,1.0,4.0,mensual,3,call_center,1
37,estandar,efectivo,3.0,3.0,2.0,mensual,1,web,1
38,basico,tarjeta_credito,0.0,16.0,10.0,mensual,1,redes_sociales,0
46,estandar,transferencia_bancaria,3.0,2.0,,mensual,2,web,0
44,estandar,tarjeta_debito,2.0,5.0,1.0,anual,2,web,0
57,premium,tarjeta_debito,3.0,14.0,43.0,mensual,0,referido,0
6,premium,tarjeta_credito,2.0,27.0,8.0,anual,0,redes_sociales,0
10,estandar,transferencia_bancaria,0.0,18.0,8.0,anual,2,call_center,0
37,estandar,transferencia_bancaria,2.0,30.0,7.0,mensual,3,redes_sociales,1
25,basico,,2.0,3.0,10.0,mensual,1,redes_sociales,1
52,estandar,paypal,0.0,7.0,8.0,mensual,15,,0
23,estandar,efectivo,15.0,2.0,0.0,anual,3,,0
38,premium,tarjeta_credito,2.0,30.0,,mensual,2,redes_sociales,0
40,basico,tarjeta_credito,2.0,19.0,8.0,mensual,2,,0
0,basico,,3.0,30.0,0.0,anual,0,redes_sociales,1
50,basico,transferencia_bancaria,1.0,20.0,,mensual,3,referido,0
4,basico,,3.0,-5.0,0.0,anual,1,referido,0
27,basico,tarjeta_debito,1.0,24.0,1.0,mensual,1,redes_sociales,0
45,estandar,,3.0,8.0,,mensual,2,redes_sociales,0
8,estandar,tarjeta_debito,1.0,29.0,1.0,mensual,1,redes_sociales,0
30,estandar,tarjeta_credito,3.0,1.0,8.0,anual,0,redes_sociales,1
10,estandar,transferencia_bancaria,,21.0,5.0,anual,0,web,0
5,basico,efectivo,0.0,22.0,,mensual,1,redes_sociales,0
150,basico,tarjeta_debito,1.0,29.0,3.0,mensual,0,call_center,0
59,estandar,transferencia_bancaria,0.0,22.0,7.0,mensual,3,web,0
43,estandar,transferencia_bancaria,0.0,5.0,0.0,anual,0,referido,0
53,estandar,efectivo,2.0,22.0,2.0,anual,3,call_center,0
50,estandar,tarjeta_debito,1.0,23.0,,mensual,2,call_center,0
47,estandar,tarjeta_credito,1.0,23.0,5.0,anual,1,,0
120,estandar,transferencia_bancaria,0.0,16.0,,mensual,0,referido,0
150,estandar,transferencia_bancaria,3.0,4.0,10.0,mensual,2,referido,0
43,basico,efectivo,1.0,,0.0,mensual,3,referido,0
44,basico,transferencia_bancaria,1.0,8.0,3.0,anual,15,redes_sociales,0
31,basico,tarjeta_debito,2.0,5.0,78.0,mensual,2,web,0
15,estandar,transferencia_bancaria,0.0,11.0,1.0,anual,3,referido,0
18,premium,efectivo,2.0,22.0,8.0,anual,0,redes_sociales,0
23,estandar,tarjeta_debito,1.0,12.0,2.0,mensual,2,referido,1
32,estandar,efectivo,1.0,,5.0,mensual,3,call_center,0
8,estandar,efectivo,3.0,0.0,6.0,mensual,0,redes_sociales,0
18,basico,tarjeta_debito,2.0,16.0,7.0,anual,0,web,0
53,basico,,,26.0,,mensual,3,web,0
22,basico,,2.0,8.0,0.0,mensual,1,web,0
5,basico,tarjeta_debito,2.0,18.0,2.0,anual,2,web,1
9,premium,efectivo,2.0,25.0,25.0,anual,1,referido,0
30,estandar,,1.0,22.0,2.0,mensual,1,referido,0
39,basico,tarjeta_debito,0.0,8.0,6.0,mensual,3,redes_sociales,0
58,estandar,tarjeta_debito,1.0,10.0,6.0,mensual,0,call_center,0
54,estandar,tarjeta_credito,1.0,,0.0,mensual,0,referido,0
33,estandar,tarjeta_debito,3.0,20.0,4.0,anual,0,web,0
43,estandar,tarjeta_debito,0.0,,4.0,mensual,2,web,0
